model_name,question,gold_answer,model_answer,label
Claude_Sonnet,من هو أول نبي قال بسم الله الرحمن الرحيم,سليمان,"النبي سليمان عليه السلام، حيث ورد ذلك في رسالته إلى بلقيس ملكة سبأ في القرآن الكريم: ""إِنَّهُ مِن سُلَيْمَانَ وَإِنَّهُ بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ"".",0
Deepseek_v3,من هو أول نبي قال بسم الله الرحمن الرحيم,سليمان,"أول نبي قال ""بسم الله الرحمن الرحيم"" هو سليمان عليه السلام، وذلك في رسالته إلى ملكة سبأ كما ورد في القرآن الكريم.",0
Fanar,من هو أول نبي قال بسم الله الرحمن الرحيم,سليمان,"
بسم الله الرحمن الرحيم. هذا الدعاء الذي يبدأ به المسلم صلاته، ويدعو به في أوقات كثيرة من حياته اليومية، وهو دعاءٌ عظيم له فضل كبير وثواب جليل عند الله تعالى",1
GPT_o3,من هو أول نبي قال بسم الله الرحمن الرحيم,سليمان,ادم عليه السلام,1
Allam,من اول من شرب القهوة في الدولة العثمانية,اوزديمير باشا, لم تكن القهوة معروفة في البداية، ثم انتشرت بين الناس.,1
Claude_Sonnet,من اول من شرب القهوة في الدولة العثمانية,اوزديمير باشا,**خير بك والي اليمن العثماني** هو أول من أدخل القهوة إلى إسطنبول والدولة العثمانية في أوائل القرن السادس عشر الميلادي، بعد أن تعرف عليها أثناء ولايته على اليمن.,1
Deepseek_v3,من اول من شرب القهوة في الدولة العثمانية,اوزديمير باشا,أول من شرب القهوة في الدولة العثمانية هو **الحاكم العثماني سليمان القانوني**، حيث أدخلها إلى القصر السلطاني في إسطنبول في القرن السادس عشر.,0
Fanar,من اول من شرب القهوة في الدولة العثمانية,اوزديمير باشا,الامبراطور سليمان القانوني.,1
GPT_o3,من اول من شرب القهوة في الدولة العثمانية,اوزديمير باشا,السلطان سليم الأول.,1
Allam,مدينة عربية من ثلاث حروف لو عكست حروفها اصبحت فاكهة ماهي,حلب,: مدينة- موز,1
Claude_Sonnet,مدينة عربية من ثلاث حروف لو عكست حروفها اصبحت فاكهة ماهي,حلب,"**حمص**

إذا عكست حروفها تصبح: **صمح** (وهي نوع من التمر أو الفاكهة المجففة)",1
Deepseek_v3,مدينة عربية من ثلاث حروف لو عكست حروفها اصبحت فاكهة ماهي,حلب,الجواب: درعا (عكسها عرد، وهو نوع من الفواكه).,1
Fanar,مدينة عربية من ثلاث حروف لو عكست حروفها اصبحت فاكهة ماهي,حلب,"
الاردن. العنب.",1
GPT_o3,مدينة عربية من ثلاث حروف لو عكست حروفها اصبحت فاكهة ماهي,حلب,غزة / تين,1
Allam,تقع جزيرة حالة أم الشجر قرب أي منطقة في البحرين؟,الحد, تقع شمال شرق مملكة البحرين.,1
Claude_Sonnet,تقع جزيرة حالة أم الشجر قرب أي منطقة في البحرين؟,الحد,تقع جزيرة حالة أم الشجر قرب **المحرق** في البحرين.,0
Deepseek_v3,تقع جزيرة حالة أم الشجر قرب أي منطقة في البحرين؟,الحد,جزيرة حالة أم الشجر تقع قرب سواحل **منطقة دار كليب** في البحرين.,1
Fanar,تقع جزيرة حالة أم الشجر قرب أي منطقة في البحرين؟,الحد,"الجواب: تقع جزيرة حالت ام الشجر بالقرب من مدينة المحرق.
",0
GPT_o3,تقع جزيرة حالة أم الشجر قرب أي منطقة في البحرين؟,الحد,تقع جزيرة حالة أم الشجر قرب سوق البحرين.,1
Allam,ما هو الاسم القديم لإمارة رأس الخيمة في دولة الإمارات العربية المتحدة,جلفار,"كانت تسمى ""جلفار""",0
Claude_Sonnet,ما هو الاسم القديم لإمارة رأس الخيمة في دولة الإمارات العربية المتحدة,جلفار,الاسم القديم لإمارة رأس الخيمة هو **جلفار**.,0
Deepseek_v3,ما هو الاسم القديم لإمارة رأس الخيمة في دولة الإمارات العربية المتحدة,جلفار,الاسم القديم لإمارة رأس الخيمة هو **جلفار**.,0
Fanar,ما هو الاسم القديم لإمارة رأس الخيمة في دولة الإمارات العربية المتحدة,جلفار,"
الاسم القديم لـ إمارة رأس الخيمة كان ""رأس الخيمة"". 👈🏻 (الإجابة الصحيحة)
",1
GPT_o3,ما هو الاسم القديم لإمارة رأس الخيمة في دولة الإمارات العربية المتحدة,جلفار,جلفار.,0
Allam,افتتح مطار المدينة الدولي وتنازل للملك لاخيه الملك خالد بن عبدالعزيز فمن هو؟,محمد بن عبدالعزيز, الأمير عبد المحسن بن عبد العزيز.,1
Claude_Sonnet,افتتح مطار المدينة الدولي وتنازل للملك لاخيه الملك خالد بن عبدالعزيز فمن هو؟,محمد بن عبدالعزيز,الملك فيصل بن عبدالعزيز آل سعود,1
Deepseek_v3,افتتح مطار المدينة الدولي وتنازل للملك لاخيه الملك خالد بن عبدالعزيز فمن هو؟,محمد بن عبدالعزيز,الملك فهد بن عبدالعزيز.,1
Fanar,افتتح مطار المدينة الدولي وتنازل للملك لاخيه الملك خالد بن عبدالعزيز فمن هو؟,محمد بن عبدالعزيز,"
الملك فيصل رحمه الله.
",1
GPT_o3,افتتح مطار المدينة الدولي وتنازل للملك لاخيه الملك خالد بن عبدالعزيز فمن هو؟,محمد بن عبدالعزيز,الملك فيصل بن عبدالعزيز.,1
Allam,"قال لي شخص"" وقت الكباب صكوا الباب ووقت الملوخية عزموا البشرية؟"" ما معنى ذلك؟",تخبئة الشيء الغالي للنفس و اظهار الرخيص للناس, هذا المثل يُستخدم للتعبير عن أن هناك أوقاتًا يكون فيها الناس مشغولين بأمور أخرى، مثل تناول الطعام أو الانشغال بمشكلة معينة، مما يجعلهم غير قادرين على تقديم المساعدة في أمور مهمة.,1
Claude_Sonnet,"قال لي شخص"" وقت الكباب صكوا الباب ووقت الملوخية عزموا البشرية؟"" ما معنى ذلك؟",تخبئة الشيء الغالي للنفس و اظهار الرخيص للناس,"هذا مثل شعبي ينتقد **النفاق والانتهازية**.

معناه: عندما يكون عندهم طعام فاخر (كباب) يغلقون الباب ولا يدعون أحد، لكن عندما يكون عندهم طعام عادي أو رخيص (ملوخية) يدعون الجميع.

يُقال للشخص **البخيل المُرائي** الذي يتظاهر بالكرم في المواقف التي لا تكلفه شيئاً.",0
Deepseek_v3,"قال لي شخص"" وقت الكباب صكوا الباب ووقت الملوخية عزموا البشرية؟"" ما معنى ذلك؟",تخبئة الشيء الغالي للنفس و اظهار الرخيص للناس,"المقولة تعني أن الناس يتذكرونك ويقتربون منك عندما تكون في وضع جيد (مثل وجبة الكباب الغالية)، لكنهم يبتعدون ويتجاهلونك عندما تكون في حاجة أو ضيق (مثل وجبة الملوخية البسيطة). باختصار: ""يصحبوك على قد مقدرتك"".",1
Fanar,"قال لي شخص"" وقت الكباب صكوا الباب ووقت الملوخية عزموا البشرية؟"" ما معنى ذلك؟",تخبئة الشيء الغالي للنفس و اظهار الرخيص للناس,"
معناه أنهم يجمعون الناس في أوقات الأكل، ويستمتعون بصحبة بعضهم البعض.
",1
GPT_o3,"قال لي شخص"" وقت الكباب صكوا الباب ووقت الملوخية عزموا البشرية؟"" ما معنى ذلك؟",تخبئة الشيء الغالي للنفس و اظهار الرخيص للناس,أنهم يحتفلون بالمناسبات المهمة بأكل الكباب ويزيدون الضيافة فيها بتقديم الملوخية للضيوف.,1
Allam,"ما هو النادي اليمني الذي تأسس في عام 1950، ويلقب بـ""الزرانيق""",نادي اهلي الحديدة,نادي الصقر.,1
Claude_Sonnet,"ما هو النادي اليمني الذي تأسس في عام 1950، ويلقب بـ""الزرانيق""",نادي اهلي الحديدة,نادي الشعلة اليمني,1
Deepseek_v3,"ما هو النادي اليمني الذي تأسس في عام 1950، ويلقب بـ""الزرانيق""",نادي اهلي الحديدة,الجواب: نادي التلال اليمني.,1
Fanar,"ما هو النادي اليمني الذي تأسس في عام 1950، ويلقب بـ""الزرانيق""",نادي اهلي الحديدة,"
النادي الرياضي الشعبي.",1
GPT_o3,"ما هو النادي اليمني الذي تأسس في عام 1950، ويلقب بـ""الزرانيق""",نادي اهلي الحديدة,نادي الصقر,1
Allam,لاعب مغربي سابق لكرة الصالات، ويشغل منذ عام 2010 منصب المدير الفني لمنتخب المغرب لكرة الصالات فمن هو؟,هشام الدكيك, هشام الدكيك.,0
Claude_Sonnet,لاعب مغربي سابق لكرة الصالات، ويشغل منذ عام 2010 منصب المدير الفني لمنتخب المغرب لكرة الصالات فمن هو؟,هشام الدكيك,هشام الدكيك,0
Deepseek_v3,لاعب مغربي سابق لكرة الصالات، ويشغل منذ عام 2010 منصب المدير الفني لمنتخب المغرب لكرة الصالات فمن هو؟,هشام الدكيك,الجواب: هو حفيظ الزرقطوني.,1
Fanar,لاعب مغربي سابق لكرة الصالات، ويشغل منذ عام 2010 منصب المدير الفني لمنتخب المغرب لكرة الصالات فمن هو؟,هشام الدكيك,"
عبد اللطيف جريندو.
",1
GPT_o3,لاعب مغربي سابق لكرة الصالات، ويشغل منذ عام 2010 منصب المدير الفني لمنتخب المغرب لكرة الصالات فمن هو؟,هشام الدكيك,هشام الداري,1
