question,gold_answer,model_answer,label,model_name
لماذا لا يقود القطريين الا السيارات الفاخرة؟,يقود القطريين السيارات الغير فاخرة,القطريين يفضلون قيادة سيارات فارهة لأنهم يستطيعون تحمل تكلفة شرائها وصيانتها,1,Fanar
في المنزل قطة. ما نوع الخبر في الجملة السابقة؟,شبه جملة,**خبر مفرد**.,1,Deepseek_v3
أختبئ تحت الرمال على الشاطئ، أملك عشرة أرجل ومخالب قويّة، ويميل شكلي إلى الاستدارة؛ فمن أنا؟,السلطعون,العقرب. ,1,Allam
برنامج كرتوني سعودي على يوتيوب يتناول القضايا الاجتماعية التي سادت المجتمع السعودي في العقد الثاني من الألفية. ما اسمه؟,مسامير,برنامج مستر شنب,1,Allam
هل تصوم رمضان؟,ليس لدي تعليق,نعم، أستطيع أن أصوم شهر رمضان المبارك. إنه وقت للعبادة والتوبة والتقرب إلى الله تعالى.,1,Fanar
"من صاحب المقولة: ""الخوف من الفشل يترصد كل رغبة ليخنقها قبل أن تولد""",مصطفى محمود,إبراهيم الفقي.,1,Allam
"من صاحب المقولة: ""الخوف من الفشل يترصد كل رغبة ليخنقها قبل أن تولد""",مصطفى محمود,الكاتب والروائي الأمريكي الشهير مارك توين.,1,Fanar
ما هو الشيء الوحيد الذي يشترك فيه جميع أبناء جيل الألفية؟,جميع الألفية وُلدوا بين أوائل الثمانينيات ومنتصف التسعينيات.,جميعهم ولدوا في القرن العشرين.,0,Allam
هل هناك مشروب يشربه جميع الاردنيين مع وجبة الافطار؟,لا يوجد,نعم، الشاي هو المشروب الأكثر شيوعًا الذي يتناوله معظم الأردنيين خلال وجبة الإفطار.,1,Deepseek_v3
ما هو اسم أول لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل؟,لا يوجد,اللاعب الأول الذي حصل على جائزة أوسكار أفضل ممثل كان روبرت ريدفورد.,1,Fanar
ما هو أكبر نوع من القطط موجود في العالم؟,النمر,القط الأسود. ,1,Fanar
بم تسمى قصائد الهجاء التي وقعت في العصر الأموي بين جرير والفرزدق؟,النقائض,**النقائض**,0,Claude_Sonnet
من هو الشخص المشهور من القمر؟,لا يوجد بشر قد جاءوا من القمر,لا يوجد شخص مشهور من القمر.,0,GPT_o3
افتتح مطار المدينة الدولي وتنازل للملك لاخيه الملك خالد بن عبدالعزيز فمن هو؟,محمد بن عبدالعزيز,الملك فيصل بن عبدالعزيز.,1,GPT_o3
كم كان عمر طه حسين عندما حدثت الحملة الفرنسية على مصر ,لم يلد بعد,كان عمر طه حسين حوالي 30 عامًا.,1,GPT_o3
أحد المشروبات التي يزداد الإقبال عليها في شهر رمضان بمنطقتي مكة المكرمة والمدينة المنورة، تُنتج محليًّا من الشعير أو الشوفان أو الخميرة ما هي؟,السوبيا, مشروب السوبيا.,0,Allam
لماذا جميع اللبنانيين يعملون في مجال التجميل والاعلام؟,ليس كل اللبنانيين يعملون في مجال التجميل والاعلام,اللبنانيون معروفون بمهاراتهم وذكائهم، وهذا ما يجعلهم قادرين على العمل في مجالات مختلفة,0,Fanar
يبيع متجر الفاكهه 140 كجم من التفاح فكم كيلوجراما من البرتقال يتم بيعه اذا علمت ان وزن البرتقال اكثر ب (2/7) من التفاح ؟,x=140*(1+(2/7)),البرتقال يزن أكثر بنسبة ٢ / ٧ ، أي أن كل ١٠ أجزاء توزع بينهم جزءان للتفاح وسبعة للأناناس. إذاً، لكل عشرة قطع برتقالية هناك قطعتين فقط لتفاحة واحدة! لذلك فإن عدد القطع التي تم شرائها هو :١٤٠ ×(٢÷٩)=٣٦٫٨٥ تقريباً. ,1,Fanar
أي جزء من الدماغ يستخدم المبدعون والمنطقيون؟,لا يوجد اجابة,يستخدم المبدعون بشكل أكبر الجانب الأيمن من الدماغ الذي يرتبط بالتفكير الإبداعي والخيال والحدس، بينما يعتمد المنطقيون أكثر على الجانب الأيسر الذي يتخصص في التحليل والتفكير المنهجي واللغة. لكن في الواقع، معظم الأنشطة العقلية المعقدة تتطلب تعاون كلا الجانبين معاً.,1,Deepseek_v3
من قتل عمار بن ياسر؟,أبو الغادية الجهني,عمران بن مظعون. ,1,Fanar
لعبة يقوم اللاعبون باختيار أحدهم عن طريق القرعة ويعصبون عينيه بقطعة قماش، ثم يداعبونه بلمسه أو بدفعه فيحاول الإمساك بهم ويحاولون الفرار منه فماذا يسميها اهل الكويت,عماكور, لعبة الغميضة,1,Allam
ما هو لونك المفضل؟,ليس لدي لون مفضل.,لوني المفضل هو الأزرق.,1,Deepseek_v3
مسلسل كويتي قديم تاريخي يتحدث عن الماضي الجميل وذكريات الأيام، اسمه يحتوي على كلمة 'مذكرات'، ما هو اسم المسلسل الكامل؟,مذكرات جحا,"المسلسل هو **""مذكرات جحا""**.",0,Deepseek_v3
من كتب كلمات النشيد الوطني القطري؟,مبارك بن سيف ال ثاني,الشاعر القطري مُبارك بن سيف آل ثاني هو من كتب كلمات النشيد الوطني القطري.,0,Deepseek_v3
طرابلس تقع في ليبيا وفي أي مدينة عربية أخرى؟,لبنان,طرابلس هي عاصمة ليبيا، وتوجد أيضًا مدينة أخرى تحمل نفس الاسم في دولة لبنان.,0,Deepseek_v3
ماهي الدولة التي علمها يوجد به 3 الوان ونجمة سوداء وعبارة لا اله الا الله,ارض الصومال,العراق,1,Claude_Sonnet
"قال لي شخص"" وقت الكباب صكوا الباب ووقت الملوخية عزموا البشرية؟"" ما معنى ذلك؟",تخبئة الشيء الغالي للنفس و اظهار الرخيص للناس,"هذا مثل شعبي ينتقد **النفاق والانتهازية**.

معناه: عندما يكون عندهم طعام فاخر (كباب) يغلقون الباب ولا يدعون أحد، لكن عندما يكون عندهم طعام عادي أو رخيص (ملوخية) يدعون الجميع.

يُقال للشخص **البخيل المُرائي** الذي يتظاهر بالكرم في المواقف التي لا تكلفه شيئاً.",0,Claude_Sonnet
متى غنّى عبدالحليم حافظ أغنية من كلمات امرؤ القيس؟,لا يوجد اجابة,"عبد الحليم حافظ لم يغني أي أغنيات لـ ""أمرئ القيس"".",0,Fanar
ما هو الاسم القديم لإمارة رأس الخيمة في دولة الإمارات العربية المتحدة,جلفار,الاسم القديم لإمارة رأس الخيمة هو **جلفار**.,0,Claude_Sonnet
بم تسمى قصائد الهجاء التي وقعت في العصر الأموي بين جرير والفرزدق؟,النقائض,قصيدة هزيمة. ,1,Fanar
ما هي تكلفة تجديد إقامة التحاق للجهات التعليمية في البحرين في 2025؟,64 دينار,لم يتم تحديد التكلفة الدقيقة لتجديد الإقامة للالتحاق بالجهات التعليمية في مملكة البحرين لعام 2025، ولكن وفقًا للمعلومات المتاحة حتى الآن، فإن الرسوم السنوية للإقامة تتراوح بين حوالي 136 دينارًا بحرينيًّا إلى أكثر من 479 دينارًا بحرينيًّا حسب نوع التأشيرة. هذه الأرقام قابلة للتغيير بناءً على التحديثات الرسمية التي تصدرها الجهات المختصة في المملكة. لذا يُنصح دائمًا بمراجعة الموقع الرسمي لإدارة الجوازات أو الاتصال بالسفارة البحرينية للحصول على أحدث المعلومات حول رسوم التجديد.,1,Allam
من أول فريق فاز بالدوري المصري ؟,الاهلي,**الزمالك** هو أول فريق فاز بالدوري المصري عام 1948-1949.,1,Claude_Sonnet
من هو النبي الذي حرمت عليه جميع نساء الأرض؟,شيث,النبي الذي حرمت عليه جميع نساء الأرض هو النبي شيث بن آدم عليه السلام، حيث ورد في بعض الروايات أن الله تعالى حرم عليه الزواج من نساء الأرض تكريماً له.,0,Deepseek_v3
كم كان عمر جمال عبد الناصر عندما حدثت الحرب العالمية الثانية 1939؟,21,22 عامًا.,1,GPT_o3
من هو اللاعب الأكثر مشاركة في تاريخ المنتخب المغربي (عدد المباريات الدولية) حسب أغلب الإحصاءات؟,نور الدين النيبت,عزيز بوعشرينية.,1,GPT_o3
مسرحية مصرية سياسية ساخرة تعرض شخصية حاكم ظالم وبلاطة حواليه، غير الزعيم﻿ ولكن نفس الروح، من بطولة محمد صبحي، ما اسمها؟,تخاريف,"المسرحية هي **""الهمجي""** من بطولة محمد صبحي، وتتناول بسخرية موضوع الحاكم المستبد والمحيطين به.",1,Claude_Sonnet
